,word data,ocr data,conf,check,ocr time,
4377,e,e,91,0,,
4378,/,/,91,0,,
4379,N,N,91,0,,
4380,o,o,91,0,,
4381,i,i,91,0,,
4382,s,s,91,0,,
4383,e,e,91,0,,
4384,t,t,96,0,,
4385,e,e,96,0,,
4386,s,s,96,0,,
4387,t,t,96,0,,
4388,i,i,96,0,,
4389,n,n,96,0,,
4390,g,g,96,0,,
4391,r,r,96,0,,
4392,e,e,96,0,,
4393,p,p,96,0,,
4394,o,o,96,0,,
4395,r,r,96,0,,
4396,t,t,96,0,,
4397,4,4,95,0,,
4398,A,A,95,0,,
4399,p,p,95,0,,
4400,p,p,95,0,,
4401,l,l,95,0,,
4402,i,i,95,0,,
4403,c,c,95,0,,
4404,a,a,95,0,,
4405,t,t,95,0,,
4406,i,i,95,0,,
4407,o,o,95,0,,
4408,n,n,95,0,,
4409,f,f,96,0,,
4410,e,e,96,0,,
4411,e,e,96,0,,
4412,(,(,96,0,,
4413,s,s,96,0,,
4414,e,e,96,0,,
4415,e,e,96,0,,
4416,N,N,97,0,,
4417,o,o,97,0,,
4418,t,t,97,0,,
4419,e,e,97,0,,
4420,4,4,96,0,,
4421,),),96,0,,
4422,4,4,94,0,,
4423,a,a,94,0,,
4424,N,N,94,0,,
4425,u,u,94,0,,
4426,m,m,94,0,,
4427,b,b,94,0,,
4428,e,e,94,0,,
4429,r,r,94,0,,
4430,o,o,96,0,,
4431,f,f,96,0,,
4432,n,n,96,0,,
4433,o,o,96,0,,
4434,i,i,96,0,,
4435,s,s,96,0,,
4436,e,e,96,0,,
4437,e,e,96,0,,
4438,m,m,96,0,,
4439,i,i,96,0,,
4440,s,s,96,0,,
4441,s,s,96,0,,
4442,i,i,96,0,,
4443,o,o,96,0,,
4444,n,n,96,0,,
4445,l,l,96,0,,
4446,a,a,96,0,,
4447,b,b,96,0,,
4448,e,e,96,0,,
4449,l,l,96,0,,
4450,s,s,96,0,,
4451,a,a,96,0,,
4452,p,p,96,0,,
4453,p,p,96,0,,
4454,l,l,96,0,,
4455,i,i,96,0,,
4456,e,e,96,0,,
4457,d,d,96,0,,
4458,f,f,59,0,,
4459,o,O,59,0,,
4460,r,r,59,0,,
4461,:,:,59,0,,
4462,4,A,86,1,,
4463,b,b,86,0,,
4464,T,T,86,0,,
4465,o,o,86,0,,
4466,t,t,86,0,,
4467,a,a,86,0,,
4468,l,l,86,0,,
4469,f,f,96,0,,
4470,e,e,96,0,,
4471,e,e,96,0,,
4472,p,p,90,0,,
4473,a,a,90,0,,
4474,y,y,90,0,,
4475,a,a,90,0,,
4476,b,b,90,0,,
4477,l,l,90,0,,
4478,e,e,90,0,,
4479,:,2,35,1,,
4480,5,5,92,0,,
4481,A,A,92,0,,
4482,d,d,92,0,,
4483,d,d,92,0,,
4484,i,i,92,0,,
4485,t,t,92,0,,
4486,i,i,92,0,,
4487,o,o,92,0,,
4488,n,n,92,0,,
4489,a,a,92,0,,
4490,l,l,92,0,,
4491,i,i,96,0,,
4492,n,n,96,0,,
4493,f,f,96,0,,
4494,o,o,96,0,,
4495,r,r,96,0,,
4496,m,m,96,0,,
4497,a,a,96,0,,
4498,t,t,96,0,,
4499,i,i,96,0,,
4500,o,o,96,0,,
4501,n,n,96,0,,
4502,G,G,96,0,,
4503,i,i,96,0,,
4504,v,v,96,0,,
4505,e,e,96,0,,
4506,a,a,97,0,,
4507,n,n,97,0,,
4508,y,y,97,0,,
4509,a,a,96,0,,
4510,d,d,96,0,,
4511,d,d,96,0,,
4512,i,i,96,0,,
4513,t,t,96,0,,
4514,i,i,96,0,,
4515,o,o,96,0,,
4516,n,n,96,0,,
4517,a,a,96,0,,
4518,l,l,96,0,,
4519,i,i,96,0,,
4520,n,n,96,0,,
4521,f,f,96,0,,
4522,o,o,96,0,,
4523,r,r,96,0,,
4524,m,m,96,0,,
4525,a,a,96,0,,
4526,t,t,96,0,,
4527,i,i,96,0,,
4528,o,o,96,0,,
4529,n,n,96,0,,
4530,w,w,96,0,,
4531,h,h,96,0,,
4532,i,i,96,0,,
4533,c,c,96,0,,
4534,h,h,96,0,,
4535,i,i,96,0,,
4536,s,s,96,0,,
4537,t,t,96,0,,
4538,h,h,96,0,,
4539,o,o,96,0,,
4540,u,u,96,0,,
4541,g,g,96,0,,
4542,h,h,96,0,,
4543,t,t,96,0,,
4544,t,t,97,0,,
4545,o,o,97,0,,
4546,b,b,96,0,,
4547,e,e,96,0,,
4548,r,r,96,0,,
4549,e,e,96,0,,
4550,l,l,96,0,,
4551,e,e,96,0,,
4552,v,v,96,0,,
4553,a,a,96,0,,
4554,n,n,96,0,,
4555,t,t,96,0,,
4556,t,t,97,0,,
4557,o,o,97,0,,
4558,t,t,96,0,,
4559,h,h,96,0,,
4560,i,i,96,0,,
4561,s,s,96,0,,
4562,a,a,93,0,,
4563,p,p,93,0,,
4564,p,p,93,0,,
4565,l,l,93,0,,
4566,i,i,93,0,,
4567,c,c,93,0,,
4568,a,a,93,0,,
4569,t,t,93,0,,
4570,i,i,93,0,,
4571,o,o,93,0,,
4572,n,n,93,0,,
4573,:,:,93,0,,
4574,D,,,1,,
4575,a,,,1,,
4576,t,,,1,,
4577,e,,,1,,
4578,d,,,1,,
4579,t,,,1,,
4580,h,,,1,,
4581,i,,,1,,
4582,s,,,1,,
4583,d,,,1,,
4584,a,,,1,,
4585,y,,,1,,
4586,o,,,1,,
4587,f,,,1,,
4588,S,,,1,,
4589,i,,,1,,
4590,g,,,1,,
4591,n,,,1,,
4592,e,,,1,,
4593,d,,,1,,
4594,A,A,95,0,,
4595,p,p,95,0,,
4596,p,p,95,0,,
4597,l,l,95,0,,
4598,i,i,95,0,,
4599,c,c,95,0,,
4600,a,a,95,0,,
4601,n,n,95,0,,
4602,t,t,95,0,,
4603,N,N,89,0,,
4604,O,O,89,0,,
4605,T,T,89,0,,
4606,E,E,89,0,,
4607,S,S,89,0,,
4608,:,:,89,0,,
4609,1,1,75,0,,
4610,T,T,75,0,,
4611,h,h,75,0,,
4612,e,e,75,0,,
4613,a,a,96,0,,
4614,p,p,96,0,,
4615,p,p,96,0,,
4616,l,l,96,0,,
4617,i,i,96,0,,
4618,c,c,96,0,,
4619,a,a,96,0,,
4620,n,n,96,0,,
4621,t,t,96,0,,
4622,s,s,96,0,,
4623,h,h,96,0,,
4624,a,a,96,0,,
4625,l,l,96,0,,
4626,l,l,96,0,,
4627,f,f,96,0,,
4628,i,i,96,0,,
4629,l,l,96,0,,
4630,l,l,96,0,,
4631,i,i,96,0,,
4632,n,n,96,0,,
4633,a,a,95,0,,
4634,n,n,95,0,,
4635,a,a,95,0,,
4636,p,p,95,0,,
4637,p,p,95,0,,
4638,l,l,95,0,,
4639,i,i,95,0,,
4640,c,c,95,0,,
4641,a,a,95,0,,
4642,t,t,95,0,,
4643,i,i,95,0,,
4644,o,o,95,0,,
4645,n,n,95,0,,
4646,f,f,95,0,,
4647,o,o,95,0,,
4648,r,r,95,0,,
4649,m,m,95,0,,
4650,f,f,95,0,,
4651,o,o,95,0,,
4652,r,r,95,0,,
4653,e,e,96,0,,
4654,a,a,96,0,,
4655,c,c,96,0,,
4656,h,h,96,0,,
4657,m,m,96,0,,
4658,o,o,96,0,,
4659,d,d,96,0,,
4660,e,e,96,0,,
4661,l,l,96,0,,
4662,2,2,91,0,,
4663,T,T,91,0,,
4664,h,h,91,0,,
4665,e,e,91,0,,
4666,a,a,96,0,,
4667,p,p,96,0,,
4668,p,p,96,0,,
4669,l,l,96,0,,
4670,i,i,96,0,,
4671,c,c,96,0,,
4672,a,a,96,0,,
4673,n,n,96,0,,
4674,t,t,96,0,,
4675,s,s,96,0,,
4676,h,h,96,0,,
4677,a,a,96,0,,
4678,l,l,96,0,,
4679,l,l,96,0,,
4680,s,s,96,0,,
4681,u,u,96,0,,
4682,b,b,96,0,,
4683,m,m,96,0,,
4684,i,i,96,0,,
4685,t,t,96,0,,
4686,a,a,96,0,,
4687,l,l,96,0,,
4688,l,l,96,0,,
4689,r,r,96,0,,
4690,e,e,96,0,,
4691,l,l,96,0,,
4692,e,e,96,0,,
4693,v,v,96,0,,
4694,a,a,96,0,,
4695,n,n,96,0,,
4696,t,t,96,0,,
4697,t,t,96,0,,
4698,r,r,96,0,,
4699,a,a,96,0,,
4700,d,d,96,0,,
4701,e,e,96,0,,
4702,l,l,96,0,,
4703,e,e,96,0,,
4704,a,a,96,0,,
4705,f,f,96,0,,
4706,l,l,96,0,,
4707,e,e,96,0,,
4708,t,t,96,0,,
4709,s,s,96,0,,
4710,",",",",96,0,,
4711,b,b,96,0,,
4712,r,r,96,0,,
4713,o,o,96,0,,
4714,c,c,96,0,,
4715,h,h,96,0,,
4716,u,u,96,0,,
4717,r,r,96,0,,
4718,e,e,96,0,,
4719,s,s,96,0,,
4720,o,o,96,0,,
4721,r,r,96,0,,
4722,s,s,96,0,,
4723,i,i,96,0,,
4724,m,m,96,0,,
4725,i,i,96,0,,
4726,l,l,96,0,,
4727,a,a,96,0,,
4728,r,r,96,0,,
4729,d,d,96,0,,
4730,o,o,96,0,,
4731,c,c,96,0,,
4732,u,u,96,0,,
4733,m,m,96,0,,
4734,e,e,96,0,,
4735,n,n,96,0,,
4736,t,t,96,0,,
4737,s,s,96,0,,
4738,f,f,96,0,,
4739,o,o,96,0,,
4740,r,r,96,0,,
4741,t,t,93,0,,
4742,h,h,93,0,,
4743,e,e,93,0,,
4744,A,A,91,0,,
4745,u,u,91,0,,
4746,t,t,91,0,,
4747,h,h,91,0,,
4748,o,o,91,0,,
4749,r,r,91,0,,
4750,i,i,91,0,,
4751,t,t,91,0,,
4752,y,y,91,0,,
4753,s,s,91,0,,
4754,c,c,95,0,,
4755,o,o,95,0,,
4756,n,n,95,0,,
4757,s,s,95,0,,
4758,i,i,95,0,,
4759,d,d,95,0,,
4760,e,e,95,0,,
4761,r,r,95,0,,
4762,a,a,95,0,,
4763,t,t,95,0,,
4764,i,i,95,0,,
4765,o,o,95,0,,
4766,n,n,95,0,,
4767,3,3,92,0,,
4768,T,T,90,0,,
4769,h,h,90,0,,
4770,e,e,90,0,,
4771,a,a,94,0,,
4772,p,p,94,0,,
4773,p,p,94,0,,
4774,l,l,94,0,,
4775,i,i,94,0,,
4776,c,c,94,0,,
4777,a,a,94,0,,
4778,n,n,94,0,,
4779,t,t,94,0,,
4780,s,s,96,0,,
4781,h,h,96,0,,
4782,a,a,96,0,,
4783,l,l,96,0,,
4784,l,l,96,0,,
4785,s,s,96,0,,
4786,u,u,96,0,,
4787,b,b,96,0,,
4788,m,m,96,0,,
4789,i,i,96,0,,
4790,t,t,96,0,,
4791,f,f,96,0,,
4792,o,o,96,0,,
4793,r,r,96,0,,
4794,t,t,93,0,,
4795,h,h,93,0,,
4796,e,e,93,0,,
4797,A,A,92,0,,
4798,u,u,92,0,,
4799,t,t,92,0,,
4800,h,h,92,0,,
4801,o,o,92,0,,
4802,r,r,92,0,,
4803,i,i,92,0,,
4804,t,t,92,0,,
4805,y,y,92,0,,
4806,s,s,92,0,,
4807,c,c,96,0,,
4808,o,o,96,0,,
4809,n,n,96,0,,
4810,s,s,96,0,,
4811,i,i,96,0,,
4812,d,d,96,0,,
4813,e,e,96,0,,
4814,r,r,96,0,,
4815,a,a,96,0,,
4816,t,t,96,0,,
4817,i,i,96,0,,
4818,o,o,96,0,,
4819,n,n,96,0,,
4820,e,e,96,0,,
4821,i,i,96,0,,
4822,t,t,96,0,,
4823,h,h,96,0,,
4824,e,e,96,0,,
4825,r,r,96,0,,
4826,a,a,96,0,,
4827,n,n,96,0,,
4828,E,E,93,0,,
4829,E,E,93,0,,
4830,C,C,93,0,,
4831,t,t,92,0,,
4832,y,y,92,0,,
4833,p,p,92,0,,
4834,e,e,92,0,,
4835,e,e,92,0,,
4836,x,x,92,0,,
4837,a,a,92,0,,
4838,m,m,92,0,,
4839,i,i,92,0,,
4840,n,n,92,0,,
4841,a,a,92,0,,
4842,t,t,92,0,,
4843,i,i,92,0,,
4844,o,o,92,0,,
4845,n,n,92,0,,
4846,c,c,96,0,,
4847,e,e,96,0,,
4848,r,r,96,0,,
4849,t,t,96,0,,
4850,i,i,96,0,,
4851,f,f,96,0,,
4852,i,i,96,0,,
4853,c,c,96,0,,
4854,a,a,96,0,,
4855,t,t,96,0,,
4856,e,e,96,0,,
4857,o,o,96,0,,
4858,r,r,96,0,,
4859,a,a,96,0,,
4860,n,n,96,0,,
4861,o,o,96,0,,
4862,i,i,96,0,,
4863,s,s,96,0,,
4864,e,e,96,0,,
4865,t,t,97,0,,
4866,e,e,97,0,,
4867,s,s,97,0,,
4868,t,t,97,0,,
4869,i,i,97,0,,
4870,n,n,97,0,,
4871,g,g,97,0,,
4872,r,r,96,0,,
4873,e,e,96,0,,
4874,p,p,96,0,,
4875,o,o,96,0,,
4876,r,r,96,0,,
4877,t,t,96,0,,
4878,c,c,96,0,,
4879,e,e,96,0,,
4880,r,r,96,0,,
4881,t,t,96,0,,
4882,i,i,96,0,,
4883,f,f,96,0,,
4884,i,i,96,0,,
4885,c,c,96,0,,
4886,a,a,96,0,,
4887,t,t,96,0,,
4888,e,e,96,0,,
4889,d,d,96,0,,
4890,b,b,96,0,,
4891,y,y,96,0,,
4892,a,a,94,0,,
4893,c,c,94,0,,
4894,o,o,94,0,,
4895,r,r,94,0,,
4896,p,p,94,0,,
4897,o,o,94,0,,
4898,r,r,94,0,,
4899,a,a,94,0,,
4900,t,t,94,0,,
4901,e,e,94,0,,
4902,m,m,96,0,,
4903,e,e,96,0,,
4904,m,m,96,0,,
4905,b,b,96,0,,
4906,e,e,96,0,,
4907,r,r,96,0,,
4908,o,o,96,0,,
4909,f,f,96,0,,
4910,t,t,96,0,,
4911,h,h,96,0,,
4912,e,e,96,0,,
4913,I,I,96,0,,
4914,n,n,96,0,,
4915,s,s,96,0,,
4916,t,t,96,0,,
4917,i,i,96,0,,
4918,t,t,96,0,,
4919,u,u,96,0,,
4920,t,t,96,0,,
4921,e,e,96,0,,
4922,o,o,96,0,,
4923,f,f,96,0,,
4924,A,A,96,0,,
4925,c,c,96,0,,
4926,o,o,96,0,,
4927,u,u,96,0,,
4928,s,s,96,0,,
4929,t,t,96,0,,
4930,i,i,96,0,,
4931,c,c,96,0,,
4932,s,s,96,0,,
4933,",",",",96,0,,
4934,U,U,96,0,,
4935,K,K,96,0,,
4936,",",",",96,0,,
4937,t,t,96,0,,
4938,h,h,96,0,,
4939,a,a,96,0,,
4940,t,t,96,0,,
4941,t,t,96,0,,
4942,h,h,96,0,,
4943,e,e,96,0,,
4944,t,t,96,0,,
4945,e,e,96,0,,
4946,s,s,96,0,,
4947,t,t,96,0,,
4948,i,i,96,0,,
4949,n,n,96,0,,
4950,g,g,96,0,,
4951,w,w,96,0,,
4952,a,a,96,0,,
4953,s,s,96,0,,
4954,c,c,96,0,,
4955,o,o,96,0,,
4956,n,n,96,0,,
4957,d,d,96,0,,
4958,u,u,96,0,,
4959,c,c,96,0,,
4960,t,t,96,0,,
4961,e,e,96,0,,
4962,d,d,96,0,,
4963,i,i,97,0,,
4964,n,n,97,0,,
4965,a,a,96,0,,
4966,c,c,96,0,,
4967,c,c,96,0,,
4968,o,o,96,0,,
4969,r,r,96,0,,
4970,d,d,96,0,,
4971,a,a,96,0,,
4972,n,n,96,0,,
4973,c,c,96,0,,
4974,e,e,96,0,,
4975,w,w,96,0,,
4976,i,i,96,0,,
4977,t,t,96,0,,
4978,h,h,96,0,,
4979,t,t,96,0,,
4980,h,h,96,0,,
4981,e,e,96,0,,
4982,c,c,96,0,,
4983,o,o,96,0,,
4984,n,n,96,0,,
4985,d,d,96,0,,
4986,i,i,96,0,,
4987,t,t,96,0,,
4988,i,i,96,0,,
4989,o,o,96,0,,
4990,n,n,96,0,,
4991,s,s,96,0,,
4992,a,a,96,0,,
4993,s,s,96,0,,
4994,s,s,96,0,,
4995,e,e,96,0,,
4996,t,t,96,0,,
4997,o,o,96,0,,
4998,u,u,96,0,,
4999,t,t,96,0,,
5000,i,i,96,0,,
5001,n,n,96,0,,
5002,S,S,96,0,,
5003,c,c,96,0,,
5004,h,h,96,0,,
5005,e,e,96,0,,
5006,d,d,96,0,,
5007,u,u,96,0,,
5008,l,l,96,0,,
5009,e,e,96,0,,
5010,2,2,96,0,,
5011,t,t,96,0,,
5012,o,o,96,0,,
5013,t,t,96,0,,
5014,h,h,96,0,,
5015,e,e,96,0,,
5016,N,N,96,0,,
5017,o,o,96,0,,
5018,i,i,96,0,,
5019,s,s,96,0,,
5020,e,e,96,0,,
5021,C,C,96,0,,
5022,o,o,96,0,,
5023,n,n,96,0,,
5024,t,t,96,0,,
5025,r,r,96,0,,
5026,o,o,96,0,,
5027,l,l,96,0,,
5028,(,(,96,0,,
5029,A,A,96,0,,
5030,i,i,96,0,,
5031,r,r,96,0,,
5032,C,C,96,0,,
5033,o,o,96,0,,
5034,m,m,96,0,,
5035,p,p,96,0,,
5036,r,r,96,0,,
5037,e,e,96,0,,
5038,s,s,96,0,,
5039,s,s,96,0,,
5040,o,o,96,0,,
5041,r,r,96,0,,
5042,s,s,96,0,,
5043,),),96,0,,
5044,R,R,95,0,,
5045,e,e,95,0,,
5046,g,g,95,0,,
5047,u,u,95,0,,
5048,l,l,95,0,,
5049,a,a,95,0,,
5050,t,t,95,0,,
5051,i,i,95,0,,
5052,o,o,95,0,,
5053,n,n,95,0,,
5054,s,s,95,0,,
5055,4,4,92,0,,
5056,T,T,94,0,,
5057,h,h,94,0,,
5058,e,e,94,0,,
5059,a,a,96,0,,
5060,p,p,96,0,,
5061,p,p,96,0,,
5062,l,l,96,0,,
5063,i,i,96,0,,
5064,c,c,96,0,,
5065,a,a,96,0,,
5066,n,n,96,0,,
5067,t,t,96,0,,
5068,s,s,96,0,,
5069,h,h,96,0,,
5070,a,a,96,0,,
5071,l,l,96,0,,
5072,l,l,96,0,,
5073,s,s,96,0,,
5074,u,u,96,0,,
5075,b,b,96,0,,
5076,m,m,96,0,,
5077,i,i,96,0,,
5078,t,t,96,0,,
5079,a,a,96,0,,
5080,f,f,96,0,,
5081,e,e,96,0,,
5082,e,e,96,0,,
5083,o,o,96,0,,
5084,f,f,96,0,,
5085,$,$,96,0,,
5086,5,5,96,0,,
5087,3,3,96,0,,
5088,0,0,96,0,,
5089,f,f,97,0,,
5090,o,o,97,0,,
5091,r,r,97,0,,
5092,e,e,96,0,,
5093,a,a,96,0,,
5094,c,c,96,0,,
5095,h,h,96,0,,
5096,l,l,96,0,,
5097,a,a,96,0,,
5098,b,b,96,0,,
5099,e,e,96,0,,
5100,l,l,96,0,,
5101,a,a,96,0,,
5102,p,p,96,0,,
5103,p,p,96,0,,
5104,l,l,96,0,,
5105,i,i,96,0,,
5106,e,e,96,0,,
5107,d,d,96,0,,
5108,f,f,95,0,,
5109,o,o,95,0,,
5110,r,r,95,0,,
5111,T,T,95,0,,
5112,h,h,95,0,,
5113,e,e,95,0,,
5114,f,f,96,0,,
5115,e,e,96,0,,
5116,e,e,96,0,,
5117,p,p,96,0,,
5118,a,a,96,0,,
5119,y,y,96,0,,
5120,a,a,96,0,,
5121,b,b,96,0,,
5122,l,l,96,0,,
5123,e,e,96,0,,
5124,o,o,96,0,,
5125,n,n,96,0,,
5126,s,s,96,0,,
5127,u,u,96,0,,
5128,b,b,96,0,,
5129,m,m,96,0,,
5130,i,i,96,0,,
5131,s,s,96,0,,
5132,s,s,96,0,,
5133,i,i,96,0,,
5134,o,o,96,0,,
5135,n,n,96,0,,
5136,o,o,96,0,,
5137,f,f,96,0,,
5138,t,t,97,0,,
5139,h,h,97,0,,
5140,i,i,97,0,,
5141,s,s,97,0,,
5142,a,a,96,0,,
5143,p,p,96,0,,
5144,p,p,96,0,,
5145,l,l,96,0,,
5146,i,i,96,0,,
5147,c,c,96,0,,
5148,a,a,96,0,,
5149,t,t,96,0,,
5150,i,i,96,0,,
5151,o,o,96,0,,
5152,n,n,96,0,,
5153,w,w,92,0,,
5154,i,i,92,0,,
5155,l,l,92,0,,
5156,l,l,92,0,,
5157,n,n,96,0,,
5158,o,o,96,0,,
5159,t,t,96,0,,
5160,b,b,96,0,,
5161,e,e,96,0,,
5162,r,r,96,0,,
5163,e,e,96,0,,
5164,f,f,96,0,,
5165,u,u,96,0,,
5166,n,n,96,0,,
5167,d,d,96,0,,
5168,e,e,96,0,,
5169,d,d,96,0,,
5170,C,C,96,0,,
5171,h,h,96,0,,
5172,e,e,96,0,,
5173,q,q,96,0,,
5174,u,u,96,0,,
5175,e,e,96,0,,
5176,s,s,96,0,,
5177,",",",",96,0,,
5178,d,d,96,0,,
5179,r,r,96,0,,
5180,a,a,96,0,,
5181,f,f,96,0,,
5182,t,t,96,0,,
5183,s,s,96,0,,
5184,o,o,96,0,,
5185,r,r,96,0,,
5186,c,c,96,0,,
5187,a,a,96,0,,
5188,s,s,96,0,,
5189,h,h,96,0,,
5190,i,i,96,0,,
5191,e,e,96,0,,
5192,r,r,96,0,,
5193,o,o,96,0,,
5194,r,r,96,0,,
5195,d,d,96,0,,
5196,e,e,96,0,,
5197,r,r,96,0,,
5198,s,s,96,0,,
5199,s,s,96,0,,
5200,h,h,96,0,,
5201,a,a,96,0,,
5202,l,l,96,0,,
5203,l,l,96,0,,
5204,b,b,96,0,,
5205,e,e,96,0,,
5206,m,m,96,0,,
5207,a,a,96,0,,
5208,d,d,96,0,,
5209,e,e,96,0,,
5210,p,p,95,0,,
5211,a,a,95,0,,
5212,y,y,95,0,,
5213,a,a,95,0,,
5214,b,b,95,0,,
5215,l,l,95,0,,
5216,e,e,95,0,,
5217,t,t,96,0,,
5218,o,o,96,0,,
5219,T,T,96,0,,
5220,h,h,96,0,,
5221,e,e,96,0,,
5222,G,G,96,0,,
5223,o,o,96,0,,
5224,v,v,96,0,,
5225,e,e,96,0,,
5226,r,r,96,0,,
5227,n,n,96,0,,
5228,m,m,96,0,,
5229,e,e,96,0,,
5230,n,n,96,0,,
5231,t,t,96,0,,
5232,o,o,96,0,,
5233,f,f,96,0,,
5234,t,t,96,0,,
5235,h,h,96,0,,
5236,e,e,96,0,,
5237,H,H,96,0,,
5238,o,o,96,0,,
5239,n,n,96,0,,
5240,g,g,96,0,,
5241,K,K,96,0,,
5242,o,o,96,0,,
5243,n,n,96,0,,
5244,g,g,96,0,,
5245,S,S,96,0,,
5246,p,p,96,0,,
5247,e,e,96,0,,
5248,c,c,96,0,,
5249,i,i,96,0,,
5250,a,a,96,0,,
5251,l,l,96,0,,
5252,A,A,96,0,,
5253,d,d,96,0,,
5254,m,m,96,0,,
5255,i,i,96,0,,
5256,n,n,96,0,,
5257,i,i,96,0,,
5258,s,s,96,0,,
5259,t,t,96,0,,
5260,r,r,96,0,,
5261,a,a,96,0,,
5262,t,t,96,0,,
5263,i,i,96,0,,
5264,v,v,96,0,,
5265,e,e,96,0,,
5266,R,R,84,0,,
5267,e,e,84,0,,
5268,g,g,84,0,,
5269,i,i,84,0,,
5270,o,o,84,0,,
5271,n,n,84,0,,
5272,a,a,97,0,,
5273,n,n,97,0,,
5274,d,d,97,0,,
5275,c,c,96,0,,
5276,r,r,96,0,,
5277,o,o,96,0,,
5278,s,s,96,0,,
5279,s,s,96,0,,
5280,e,e,96,0,,
5281,d,d,96,0,,
5282,5,5,95,0,,
5283,R,R,93,0,,
5284,e,e,93,0,,
5285,g,g,93,0,,
5286,u,u,93,0,,
5287,l,l,93,0,,
5288,a,a,93,0,,
5289,t,t,93,0,,
5290,i,i,93,0,,
5291,o,o,93,0,,
5292,n,n,93,0,,
5293,8,8,93,0,,
5294,(,(,93,0,,
5295,3,3,93,0,,
5296,),),93,0,,
5297,o,o,96,0,,
5298,f,f,96,0,,
5299,t,t,96,0,,
5300,h,h,96,0,,
5301,e,e,96,0,,
5302,N,N,96,0,,
5303,o,o,96,0,,
5304,i,i,96,0,,
5305,s,s,96,0,,
5306,e,e,96,0,,
5307,C,C,96,0,,
5308,o,o,96,0,,
5309,n,n,96,0,,
5310,t,t,96,0,,
5311,r,r,96,0,,
5312,o,o,96,0,,
5313,l,l,96,0,,
5314,(,(,96,0,,
5315,A,A,96,0,,
5316,i,i,96,0,,
5317,r,r,96,0,,
5318,C,C,96,0,,
5319,o,o,96,0,,
5320,m,m,96,0,,
5321,p,p,96,0,,
5322,r,r,96,0,,
5323,e,e,96,0,,
5324,s,s,96,0,,
5325,s,s,96,0,,
5326,o,o,96,0,,
5327,r,r,96,0,,
5328,s,s,96,0,,
5329,),),96,0,,
5330,R,R,96,0,,
5331,e,e,96,0,,
5332,g,g,96,0,,
5333,u,u,96,0,,
5334,l,l,96,0,,
5335,a,a,96,0,,
5336,t,t,96,0,,
5337,i,i,96,0,,
5338,o,o,96,0,,
5339,n,n,96,0,,
5340,s,s,96,0,,
5341,p,p,96,0,,
5342,r,r,96,0,,
5343,o,o,96,0,,
5344,v,v,96,0,,
5345,i,i,96,0,,
5346,d,d,96,0,,
5347,e,e,96,0,,
5348,s,s,96,0,,
5349,t,t,96,0,,
5350,h,h,96,0,,
5351,a,a,96,0,,
5352,t,t,96,0,,
5353,n,n,96,0,,
5354,o,o,96,0,,
5355,t,t,96,0,,
5356,l,l,96,0,,
5357,a,a,96,0,,
5358,t,t,96,0,,
5359,e,e,96,0,,
5360,r,r,96,0,,
5361,t,t,96,0,,
5362,h,h,96,0,,
5363,a,a,96,0,,
5364,n,n,96,0,,
5365,2,2,96,0,,
5366,8,8,96,0,,
5367,d,d,96,0,,
5368,a,a,96,0,,
5369,y,y,96,0,,
5370,s,s,96,0,,
5371,a,a,96,0,,
5372,f,f,96,0,,
5373,t,t,96,0,,
5374,e,e,96,0,,
5375,r,r,96,0,,
5376,a,a,95,0,,
5377,n,n,95,0,,
5378,a,a,95,0,,
5379,p,p,95,0,,
5380,p,p,95,0,,
5381,l,l,95,0,,
5382,i,i,95,0,,
5383,c,c,95,0,,
5384,a,a,95,0,,
5385,t,t,95,0,,
5386,i,i,95,0,,
5387,o,o,95,0,,
5388,n,n,95,0,,
5389,i,i,96,0,,
5390,s,s,96,0,,
5391,r,r,96,0,,
5392,e,e,96,0,,
5393,c,c,96,0,,
5394,e,e,96,0,,
5395,i,i,96,0,,
5396,v,v,96,0,,
5397,e,e,96,0,,
5398,d,d,96,0,,
5399,b,b,96,0,,
5400,y,y,96,0,,
5401,t,t,96,0,,
5402,h,h,96,0,,
5403,e,e,96,0,,
5404,A,A,96,0,,
5405,u,u,96,0,,
5406,t,t,96,0,,
5407,h,h,96,0,,
5408,o,o,96,0,,
5409,r,r,96,0,,
5410,i,i,96,0,,
5411,t,t,96,0,,
5412,y,y,96,0,,
5413,",",",",96,0,,
5414,t,t,96,0,,
5415,h,h,96,0,,
5416,e,e,96,0,,
5417,A,A,96,0,,
5418,u,u,96,0,,
5419,t,t,96,0,,
5420,h,h,96,0,,
5421,o,o,96,0,,
5422,r,r,96,0,,
5423,i,i,96,0,,
5424,t,t,96,0,,
5425,y,y,96,0,,
5426,s,s,96,0,,
5427,h,h,96,0,,
5428,a,a,96,0,,
5429,l,l,96,0,,
5430,l,l,96,0,,
5431,i,i,96,0,,
5432,s,s,96,0,,
5433,s,s,96,0,,
5434,u,u,96,0,,
5435,e,e,96,0,,
5436,a,a,96,0,,
5437,n,n,96,0,,
5438,o,o,96,0,,
5439,i,i,96,0,,
5440,s,s,96,0,,
5441,e,e,96,0,,
5442,e,e,96,0,,
5443,m,m,96,0,,
5444,i,i,96,0,,
5445,s,s,96,0,,
5446,s,s,96,0,,
5447,i,i,96,0,,
5448,o,o,96,0,,
5449,n,n,96,0,,
5450,l,l,96,0,,
5451,a,a,96,0,,
5452,b,b,96,0,,
5453,e,e,96,0,,
5454,l,l,96,0,,
5455,o,o,96,0,,
