,word data,ocr data,conf,check,ocr time
7772,t,t,96,0,
7773,e,e,96,0,
7774,t,t,96,0,
7775,o,o,96,0,
7776,w,w,96,0,
7777,h,h,96,0,
7778,i,i,96,0,
7779,c,c,96,0,
7780,h,h,96,0,
7781,t,t,96,0,
7782,h,h,96,0,
7783,e,e,96,0,
7784,r,r,96,0,
7785,e,e,96,0,
7786,t,t,96,0,
7787,u,u,96,0,
7788,r,r,96,0,
7789,n,n,96,0,
7790,i,i,96,0,
7791,s,s,96,0,
7792,m,m,95,0,
7793,a,a,95,0,
7794,d,d,95,0,
7795,e,e,95,0,
7796,u,u,96,0,
7797,p,p,96,0,
