,word data,ocr data,conf,check,ocr time
0,{,{,96,0,18.36414003
1,I,I,96,0,
2,n,n,96,0,
3,t,t,96,0,
4,e,e,96,0,
5,r,r,96,0,
6,n,n,96,0,
7,a,a,96,0,
8,l,l,96,0,
9,R,R,96,0,
10,e,e,96,0,
11,m,m,96,0,
12,a,a,96,0,
13,r,r,96,0,
14,k,k,96,0,
15,:,:,96,0,
16,F,F,96,0,
17,o,o,96,0,
18,r,r,96,0,
19,C,C,96,0,
20,a,a,96,0,
21,p,p,96,0,
22,i,i,96,0,
23,t,t,96,0,
24,a,a,96,0,
25,l,l,96,0,
26,W,W,96,0,
27,o,o,96,0,
28,r,r,96,0,
29,k,k,96,0,
30,s,s,96,0,
31,C,C,96,0,
32,o,o,96,0,
33,n,n,96,0,
34,t,t,96,0,
35,r,r,96,0,
36,a,a,96,0,
37,c,c,96,0,
38,t,t,96,0,
39,s,s,96,0,
40,u,u,96,0,
41,s,s,96,0,
42,i,i,96,0,
43,n,n,96,0,
44,g,g,96,0,
45,G,G,96,0,
46,C,C,96,0,
47,C,C,96,0,
48,f,f,96,0,
49,o,o,96,0,
50,r,r,96,0,
51,m,m,96,0,
52,(,(,96,0,
53,e,e,96,0,
54,x,x,96,0,
55,c,c,96,0,
56,l,l,96,0,
57,u,u,96,0,
58,d,d,96,0,
59,i,i,96,0,
60,n,n,96,0,
61,g,g,96,0,
62,D,D,96,0,
63,e,e,96,0,
64,s,s,96,0,
65,i,i,96,0,
66,g,g,96,0,
67,n,n,96,0,
68,a,a,96,0,
69,n,n,96,0,
70,d,d,96,0,
71,B,B,93,0,
72,u,u,93,0,
73,i,i,93,0,
74,l,l,93,0,
75,d,d,93,0,
76,C,C,92,0,
77,o,o,92,0,
78,n,n,92,0,
79,t,t,92,0,
80,r,r,92,0,
81,a,a,92,0,
82,c,c,92,0,
83,t,t,92,0,
84,s,s,92,0,
85,),),92,0,
86,},},92,0,
87,T,T,96,0,
88,H,H,96,0,
89,E,E,96,0,
90,G,G,95,0,
91,O,O,95,0,
92,V,V,95,0,
93,E,E,95,0,
94,R,R,95,0,
95,N,N,95,0,
96,M,M,95,0,
97,E,E,95,0,
98,N,N,95,0,
99,T,T,95,0,
100,O,O,96,0,
101,F,F,96,0,
102,T,T,96,0,
103,H,H,96,0,
104,E,E,96,0,
105,H,H,96,0,
106,O,O,96,0,
107,N,N,96,0,
108,G,G,96,0,
109,K,K,95,0,
110,O,O,95,0,
111,N,N,95,0,
112,G,G,95,0,
113,S,S,95,0,
114,P,P,95,0,
115,E,E,95,0,
116,C,C,95,0,
117,I,I,95,0,
118,A,A,95,0,
119,L,L,95,0,
120,A,A,95,0,
121,D,D,95,0,
122,M,M,95,0,
123,I,I,95,0,
124,N,N,95,0,
125,I,I,95,0,
126,S,S,95,0,
127,T,T,95,0,
128,R,R,95,0,
129,A,A,95,0,
130,T,T,95,0,
131,I,I,95,0,
132,V,V,95,0,
133,E,E,95,0,
134,R,R,96,0,
135,E,E,96,0,
136,G,G,96,0,
137,I,I,96,0,
138,O,O,96,0,
139,N,N,96,0,
140,[,[,67,0,
141,I,I,67,0,
142,N,N,67,0,
143,S,S,67,0,
144,E,E,67,0,
145,R,R,67,0,
146,T,T,67,0,
147,P,P,96,0,
148,R,R,96,0,
149,O,O,96,0,
150,C,C,96,0,
151,U,U,96,0,
152,R,R,96,0,
153,I,I,96,0,
154,N,N,96,0,
155,G,G,96,0,
156,D,D,95,0,
157,E,E,95,0,
158,P,P,95,0,
159,A,A,95,0,
160,R,R,95,0,
161,T,T,95,0,
162,M,M,95,0,
163,E,E,95,0,
164,N,N,95,0,
165,T,T,95,0,
166,],],95,0,
167,C,C,96,0,
168,O,O,96,0,
169,N,N,96,0,
170,T,T,96,0,
171,R,R,96,0,
172,A,A,96,0,
173,C,C,96,0,
174,T,T,96,0,
175,N,N,96,0,
176,O,O,96,0,
177,[,[,96,0,
178,I,I,96,0,
179,N,N,96,0,
180,S,S,96,0,
181,E,E,96,0,
182,R,R,96,0,
183,T,T,96,0,
184,C,C,89,0,
185,O,O,89,0,
186,N,N,89,0,
187,T,T,89,0,
188,R,R,89,0,
189,A,A,89,0,
190,C,C,89,0,
191,T,T,89,0,
192,N,N,82,0,
193,O,O,82,0,
194,],],82,0,
195,[,[,85,0,
196,I,I,85,0,
197,N,N,85,0,
198,S,S,85,0,
199,E,E,85,0,
200,R,R,85,0,
201,T,T,85,0,
202,C,C,96,0,
203,O,O,96,0,
204,N,N,96,0,
205,T,T,96,0,
206,R,R,96,0,
207,A,A,96,0,
208,C,C,96,0,
209,T,T,96,0,
210,T,T,96,0,
211,I,I,96,0,
212,T,T,96,0,
213,L,L,96,0,
214,E,E,96,0,
215,],],96,0,
216,F,F,95,0,
217,O,O,95,0,
218,R,R,95,0,
219,M,M,95,0,
220,O,O,96,0,
221,F,F,96,0,
222,T,T,96,0,
223,E,E,96,0,
224,N,N,96,0,
225,D,D,96,0,
226,E,E,96,0,
227,R,R,96,0,
228,N,N,93,0,
229,O,O,93,0,
230,T,T,93,0,
231,E,E,93,0,
232,S,S,93,0,
233,:,:,92,0,
234,(,(,65,0,
235,1,1,65,0,
236,),),65,0,
237,t,t,96,0,
238,h,h,96,0,
239,e,e,96,0,
240,a,a,96,0,
241,p,p,96,0,
242,p,p,96,0,
243,e,e,96,0,
244,n,n,96,0,
245,d,d,96,0,
246,i,i,96,0,
247,x,x,96,0,
248,f,f,97,0,
249,o,o,97,0,
250,r,r,97,0,
251,m,m,97,0,
252,s,s,97,0,
253,p,p,96,0,
254,a,a,96,0,
255,r,r,96,0,
256,t,t,96,0,
257,o,o,96,0,
258,f,f,96,0,
259,t,t,96,0,
260,h,h,96,0,
261,e,e,96,0,
262,c,c,96,0,
263,o,o,96,0,
264,n,n,96,0,
265,t,t,96,0,
266,r,r,96,0,
267,a,a,96,0,
268,c,c,96,0,
269,t,t,96,0,
270,(,(,96,0,
271,2,2,96,0,
272,),),96,0,
273,I,I,95,0,
274,f,f,95,0,
275,t,t,96,0,
276,h,h,96,0,
277,e,e,96,0,
278,t,t,96,0,
279,e,e,96,0,
280,n,n,96,0,
281,d,d,96,0,
282,e,e,96,0,
283,r,r,96,0,
284,e,e,96,0,
285,r,r,96,0,
286,i,i,96,0,
287,s,s,96,0,
288,a,a,96,0,
289,c,c,96,0,
290,o,o,96,0,
291,m,m,96,0,
292,p,p,96,0,
293,a,a,96,0,
294,n,n,96,0,
295,y,y,96,0,
296,(,(,96,0,
297,i,i,96,0,
298,n,n,96,0,
299,c,c,96,0,
300,l,l,96,0,
301,u,u,96,0,
302,d,d,96,0,
303,i,i,96,0,
304,n,n,96,0,
305,g,g,96,0,
306,i,i,96,0,
307,n,n,96,0,
308,c,c,96,0,
309,o,o,96,0,
310,r,r,96,0,
311,p,p,96,0,
312,o,o,96,0,
313,r,r,96,0,
314,a,a,96,0,
315,t,t,96,0,
316,e,e,96,0,
317,d,d,96,0,
318,j,j,96,0,
319,o,o,96,0,
320,i,i,96,0,
321,n,n,96,0,
322,t,t,96,0,
323,v,v,96,0,
324,e,e,96,0,
325,n,n,96,0,
326,t,t,96,0,
327,u,u,96,0,
328,r,r,96,0,
329,e,e,96,0,
330,),),96,0,
331,",",",",96,0,
332,i,i,97,0,
333,n,n,97,0,
334,s,s,97,0,
335,e,e,97,0,
336,r,r,97,0,
337,t,t,97,0,
338,i,i,96,0,
339,n,n,96,0,
340,s,s,96,0,
341,e,e,96,0,
342,r,r,96,0,
343,t,t,96,0,
344,t,t,96,0,
345,h,h,96,0,
346,e,e,96,0,
347,i,i,96,0,
348,n,n,96,0,
349,f,f,96,0,
350,o,o,96,0,
351,r,r,96,0,
352,m,m,96,0,
353,a,a,96,0,
354,t,t,96,0,
355,i,i,96,0,
356,o,o,96,0,
357,n,n,96,0,
358,i,i,96,0,
359,n,n,96,0,
360,t,t,96,0,
361,h,h,96,0,
362,e,e,96,0,
363,s,s,97,0,
364,p,p,97,0,
365,a,a,97,0,
366,c,c,97,0,
367,e,e,97,0,
368,s,s,97,0,
369,p,p,96,0,
370,r,r,96,0,
371,o,o,96,0,
372,v,v,96,0,
373,i,i,96,0,
374,d,d,96,0,
375,e,e,96,0,
376,d,d,96,0,
377,a,a,96,0,
378,t,t,96,0,
379,F,F,96,0,
380,o,o,96,0,
381,r,r,96,0,
382,m,m,96,0,
383,o,o,96,0,
384,f,f,96,0,
385,T,T,93,0,
386,e,e,93,0,
387,n,n,93,0,
388,d,d,93,0,
389,e,e,93,0,
390,r,r,93,0,
391,P,P,92,0,
392,3,3,92,0,
393,(,(,96,0,
394,3,3,96,0,
395,),),96,0,
396,I,I,96,0,
397,f,f,96,0,
398,t,t,96,0,
399,h,h,96,0,
400,e,e,96,0,
401,t,t,96,0,
402,e,e,96,0,
403,n,n,96,0,
404,d,d,96,0,
